"ItemBarcode","BrowseAuthor","BrowseTitle","LastCheckOutRenewDate","ItemYTDCircCount","PrevYearCircCount","ItemLifetimeCircCount"
"39870000591082","Jordan, Robert, 1948-2007.","The gathering storm","5/11/2013 12:00:00 AM","0",,"7"
"39870000591215","Jordan, Robert, 1948-2007.","Knife of dreams","1/31/2011 12:00:00 AM","0",,"1"
"39870000591314","Butcher, Jim, 1971-","Death masks : a novel of the Dresden files","2/15/2017 1:40:07 PM","3","2","12"
"39870000592759","Willingham, Bill.","Peter & Max : a Fables novel","3/15/2012 12:00:00 AM","0",,"2"
"39870000591363","Butcher, Jim, 1971-","First lord's fury","4/4/2017 4:05:40 PM","1",,"1"
"39870000604505","Card, Orson Scott.","Xenocide","1/3/2017 10:47:47 AM","1",,"7"
"39870000593088","Vinge, Vernor.","A fire upon the deep","6/14/2014 12:00:00 AM","0",,"7"
"39870000593138","Paxson, Diana L.","Marion Zimmer Bradley's Sword of Avalon","2/4/2010 12:00:00 AM","0",,"1"
"39870000595554","Salvatore, R. A., 1959-","The legacy","8/23/2010 12:00:00 AM","0",,"1"
"39870000595703","Knight, E. E.","Dragon champion","11/15/2016 3:57:26 PM","0","1","8"
"39870000595646","Knight, E. E.","Dragon avenger","6/12/2012 12:00:00 AM","0",,"4"
"39870000595588","Knight, E. E.","Dragon outcast","11/22/2011 12:00:00 AM","0",,"2"
"39870000596339","Harris, Charlaine.","Must love hellhounds","1/19/2010 12:00:00 AM","0",,"2"
"39870000595810","Card, Orson Scott.","Hidden empire","5/13/2016 12:00:00 AM","0",,"3"
"39870000599333","Herbert, Frank.","The road to Dune","7/16/2010 12:00:00 AM","0",,"1"
"39870000601378","Jordan, Robert, 1948-2007.","The dragon reborn","6/4/2016 2:40:33 PM","0","1","4"
"39870000602095","Lawhead, Stephen R., 1950-","Hood","7/25/2016 2:59:31 PM","0","1","7"
"39870000602087","Lawhead, Stephen R., 1950-","Scarlet","7/25/2016 2:59:29 PM","0","1","7"
"39870000602731","Lawhead, Stephen R., 1950-","Tuck","7/27/2016 2:07:50 PM","0","1","6"
"39870000603911","Jordan, Robert, 1948-2007.","The dragon reborn","8/10/2016 5:41:12 PM","0","1","5"
"39870000603853","Jordan, Robert, 1948-2007.","A crown of swords","8/26/2016 2:49:48 PM","0","3","5"
"39870000603994","Jordan, Robert, 1948-2007.","The fires of heaven","4/15/2017 5:02:29 PM","3","4","9"
"39870000607565","Parker, K. J.","Colours in the steel","4/19/2014 12:00:00 AM","0",,"9"
"39870000608332","Butcher, Jim, 1971-","Changes : a novel of the Dresden files","12/30/2016 12:43:19 PM","0","2","8"
"39870000609306","Parker, K. J.","The proof house","5/28/2013 12:00:00 AM","0",,"6"
"39870000609249","Parker, K. J.","The belly of the bow : volume two of the Fencer trilogy","5/28/2013 12:00:00 AM","0",,"4"
"39870000609009","Stross, Charles.","Saturn's children : a space opera","1/2/2016 12:00:00 AM","0",,"3"
"39870000608779","Hobb, Robin.","Dragon keeper : volume one of the rain wilds chronicles","6/24/2015 12:00:00 AM","0",,"6"
"39870000608613","McCaffrey, Anne.","Maelstrom","8/19/2016 4:54:36 PM","0","2","3"
"39870000609264","Vinge, Vernor.","Rainbows end","11/7/2014 12:00:00 AM","0",,"3"
"39870000609025","Weber, David, 1952-","A mighty fortress","5/23/2017 12:36:52 PM","1","1","5"
"39870000610932","Stirling, S. M.","A taint in the blood : a novel of the Shadowspawn","12/29/2016 3:09:07 PM","0","3","10"
"39870000612862","Hobb, Robin.","Dragon haven","6/20/2014 12:00:00 AM","0",,"8"
"39870000615097","McCaffrey, Anne.","Dragonflight","2/8/2012 12:00:00 AM","0",,"2"
"39870000613829","Parrish, Robin.","Offworld","4/14/2017 3:20:28 PM","1",,"2"
"39870000617564","Weber, David, 1952-","Mission of honor","12/14/2010 12:00:00 AM","0",,"1"
"39870000617531","Shan, Darren.","Procession of the dead : the city book one","9/9/2011 12:00:00 AM","0",,"2"
"39870000619255","Butcher, Jim, 1971-","Blood rites : a novel of the Dresden files","2/16/2017 3:22:01 PM","1","2","8"
"39870000620188","Weis, Margaret.","Dragons of the hourglass mage","8/16/2012 12:00:00 AM","0",,"4"
"39870000619651","McCaffrey, Todd, 1956-","Dragongirl","9/20/2014 12:00:00 AM","0",,"4"
"39870000621277","Marillier, Juliet.","Daughter of the forest","11/1/2016 3:27:37 PM","0","2","7"
"39870000621707","Salvatore, R. A., 1959-","The bear","8/31/2013 12:00:00 AM","0",,"6"
"39870000622341","Hamilton, Peter F.","The temporal void","5/13/2013 12:00:00 AM","0",,"2"
"39870000622234","Brooks, Terry.","Bearers of the black staff","7/22/2016 3:40:26 PM","0","1","5"
"39870000622267","Hamilton, Peter F.","The evolutionary void","5/13/2013 12:00:00 AM","0",,"2"
"39870000624008","Graham, Jo, 1968-","Stealing fire","2/20/2014 12:00:00 AM","0",,"2"
"39870000624479","Lawhead, Stephen R., 1950-","The skin map","3/8/2017 3:56:42 PM","1",,"8"
"39870000625302","Traviss, Karen.","Revelation","7/6/2016 3:48:24 PM","0","1","1"
"39870000625633","Weber, David, 1952-","Out of the dark","6/27/2016 2:08:54 PM","0","1","7"
"39870000626532","Salvatore, R. A., 1959-","Gauntlgrym","2/6/2013 12:00:00 AM","0",,"5"
"39870000629338","Weber, David, 1952-","By heresies distressed","5/17/2017 12:35:25 PM","1","1","7"
"39870000629239","Butcher, Jim, 1971-","Side jobs : stories from the Dresden files","12/30/2016 12:43:13 PM","0","3","8"
"39870000630369","McCaffrey, Anne.","Catalyst : a tale of the Barque cats","9/8/2016 5:51:58 PM","0","2","4"
"39870000630872","Robinson, Kim Stanley.","Fifty degrees below","12/2/2010 12:00:00 AM","0",,"1"
"39870000630930","Denning, Troy.","Vortex","12/4/2010 12:00:00 AM","0",,"2"
"39870000631094","McCaffrey, Anne.","Catacombs : a tale of the Barque cats","9/8/2016 5:51:36 PM","0","1","3"
"39870000632365","Jordan, Robert, 1948-2007.","Towers of midnight","6/28/2013 12:00:00 AM","0",,"7"
"39870000634825","Card, Orson Scott.","The lost gate","3/18/2017 5:30:30 PM","1",,"9"
"39870000635392","Robinson, Kim Stanley.","Sixty days and counting","3/24/2016 12:00:00 AM","0",,"2"
"39870000636283","Williams, Tad.","Shadowrise","8/16/2011 12:00:00 AM","0",,"2"
"39870000636960","Williams, Tad.","Shadowplay","7/11/2011 12:00:00 AM","0",,"2"
"39870000637315","Sanderson, Brandon.","The way of kings","10/11/2016 10:50:46 AM","0","2","12"
"39870000638107","Williams, Tad.","Shadowheart","9/12/2011 12:00:00 AM","0",,"2"
"39870000637935","Barclay, James, 1965-","Elfsorrow","6/10/2017 2:09:17 PM","1","1","13"
"39870000639337","Barclay, James, 1965-","Shadowheart","5/28/2016 12:23:14 PM","0","1","4"
"39870000639964","Rothfuss, Patrick, 1973-","The wise man's fear : the kingkiller chronicle, day two","3/28/2017 5:28:56 PM","1","2","11"
"39870000616525","Caine, Rachel.","Ill wind","11/17/2014 12:00:00 AM","0",,"2"
"39870000616467","Caine, Rachel.","Heat stroke","10/22/2015 12:00:00 AM","0",,"2"
"39870000616400","Caine, Rachel.","Chill factor","5/19/2011 12:00:00 AM","0",,"1"
"39870000616343","Caine, Rachel.","Windfall","5/19/2011 12:00:00 AM","0",,"1"
"39870000616285","Caine, Rachel.","Firestorm","5/19/2011 12:00:00 AM","0",,"1"
"39870000616590","Caine, Rachel.","Thin air","7/11/2011 12:00:00 AM","0",,"1"
"39870000616533","Caine, Rachel.","Cape Storm : a Weather Warden novel","7/26/2011 12:00:00 AM","0",,"1"
"39870000616475","Caine, Rachel.","Gale force : a weather warden novel","7/11/2011 12:00:00 AM","0",,"1"
"39870000644352","Orullian, Peter Vance.","The unremembered","7/30/2014 12:00:00 AM","0",,"6"
"39870000644634","Caine, Rachel.","Total eclipse : a Weather Warden novel","6/4/2013 12:00:00 AM","0",,"4"
"39870000645508","Martin, George R. R.","A clash of kings","4/24/2017 6:19:43 PM","3","1","27"
"39870000645219","Martin, George R. R.","A storm of swords","1/18/2017 2:49:07 PM","1","4","26"
"39870000648312","Rajaniemi, Hannu.","The quantum thief","10/12/2012 12:00:00 AM","0",,"3"
"39870000650722","Wilson, Daniel H. (Daniel Howard), 1978-","Robopocalypse : a novel","12/19/2016 10:05:04 AM","0","1","3"
"39870000649963","Corey, James S. A.","Leviathan wakes","3/20/2017 12:10:02 PM","1",,"4"
"39870000651340","Bova, Ben, 1932-","Leviathans of Jupiter","7/21/2016 1:19:33 PM","0","1","3"
"39870000651845","McCaffrey, Anne.","Dragon's time","10/4/2011 12:00:00 AM","0",,"1"
"39870000738162","Martin, George R. R.","A game of thrones","5/23/2017 4:01:35 PM","5","1","32"
"39870000653155","Martin, George R. R.","A dance with dragons","2/13/2017 10:38:38 AM","2","7","27"
"39870000653692","Britain, Kristen.","Blackveil","9/15/2016 3:54:40 PM","0","2","5"
"39870000654484","Butcher, Jim, 1971-","Ghost story : a novel of the Dresden files","12/30/2016 12:43:10 PM","0","2","4"
"39870000656190","Brooks, Terry.","The measure of the magic","7/22/2016 3:40:39 PM","0","1","6"
"39870000657255","Cline, Ernest.","Ready player one : a novel","5/30/2017 12:50:27 PM","4","2","13"
"39870000656612","Golden, Christie.","Ascension","9/2/2011 12:00:00 AM","0",,"1"
"39870000656562","Goodkind, Terry.","The omen machine","2/16/2013 12:00:00 AM","0",,"2"
"39870000658030","Weber, David, 1952-","How firm a foundation","5/30/2017 12:30:42 PM","1","1","5"
"39870000658899","Slonczewski, Joan.","The highest frontier","7/5/2012 12:00:00 AM","0",,"1"
"39870000658881","Rawn, Melanie.","The diviner","8/8/2012 12:00:00 AM","0",,"1"
"39870000658964","Charlton, Blake.","Spellbound","12/23/2011 12:00:00 AM","0",,"1"
"39870000659137","Frohock, Teresa.","Miserere : an autumn tale","2/15/2014 12:00:00 AM","0",,"1"
"39870000661406","Vinge, Vernor.","The children of the sky","3/18/2013 12:00:00 AM","0",,"2"
"39870000661281","Pratchett, Terry.","Snuff : a novel of Discworld","2/4/2017 4:01:53 PM","1",,"8"
"39870000662883","Salvatore, R. A., 1959-","Neverwinter","2/11/2013 12:00:00 AM","0",,"5"
"39870000633538","Karpyshyn, Drew.","Revan","6/11/2015 12:00:00 AM","0",,"2"
"39870000666686","Herbert, Brian.","Sisterhood of Dune",,"0",,"0"
"39870000668476","Card, Orson Scott.","Shadows in flight","2/6/2012 12:00:00 AM","0",,"1"
"39870000670894","Stoddard, Jason.","Winning Mars",,"0",,"0"
"39870000670779","Ahmed, Saladin.","Throne of the Crescent Moon","4/11/2016 12:00:00 AM","0",,"2"
"39870000672601","Rawn, Melanie.","Touchstone","8/9/2012 12:00:00 AM","0",,"1"
"39870000672700","Cooper, Elspeth.","Songs of the earth","7/25/2016 4:53:54 PM","0","1","8"
"39870000674995","Kowalski, David J.","The company of the dead","9/22/2012 12:00:00 AM","0",,"2"
"39870000676222","Weber, David, 1952-","A rising thunder",,"0",,"0"
"39870000676594","Baggott, Julianna.","Pure","6/14/2017 4:43:49 PM","2","2","13"
"39870000677923","Weis, Margaret.","Rage of the dragon",,"0",,"0"
"39870000679150","Jemisin, N. K.","The killing moon","7/14/2016 5:22:42 PM","0","1","5"
"39870000681594","Zito, V. M.","The return man","6/28/2013 12:00:00 AM","0",,"4"
"39870000683566","Pratchett, Terry.","The long Earth","7/14/2016 4:35:29 PM","0","1","4"
"39870000683194","McCaffrey, Anne.","Sky dragons",,"0",,"0"
"39870000637422","Barclay, James, 1965-","Demonstorm","5/28/2016 12:23:11 PM","0","1","1"
"39870000684226","Corey, James S. A.","Caliban's war","1/3/2015 12:00:00 AM","0",,"2"
"39870000683996","Jemisin, N. K.","The shadowed sun","9/3/2016 5:22:44 PM","0","1","4"
"39870000684655","Brin, David.","Existence","8/13/2016 1:03:54 PM","0","1","3"
"39870000685918","Card, Orson Scott.","Earth unaware : the First Formic War","1/25/2017 2:38:03 PM","1","1","5"
"39870000686593","Swift, E. J. (Emma J.)","Osiris","4/29/2017 3:49:11 PM","2",,"3"
"39870000688490","Brooks, Terry.","Wards of Faerie","3/15/2013 12:00:00 AM","0",,"1"
"39870000690736","Brooks, Terry.","Wards of Faerie","1/26/2015 12:00:00 AM","0",,"2"
"39870000836875","Herbert, Brian, author.","Navigators of Dune","12/22/2016 11:01:50 AM","0","6","6"
"39870000833096","Herbert, Brian, author.","Mentats of Dune","10/12/2016 5:52:11 PM","0","2","2"
"39870000840711","Wendig, Chuck, author.","Star wars : aftermath : life debt","4/7/2017 4:20:49 PM","1","6","7"
"39870000841552","Card, Orson Scott, author.","Earth awakens : the first Formic war","2/8/2017 3:57:07 PM","1","2","3"
"39870000839606","Salvatore, R. A., 1959- author.","Hero","11/19/2016 11:00:27 AM","0","1","1"
"39870000844887","Bova, Ben, 1932- author.","Apes and angels","2/15/2017 5:54:06 PM","2","3","5"
"39870000845058","Sanderson, Brandon, author.","Arcanum unbounded : the Cosmere collection","3/4/2017 11:05:04 AM","1",,"1"
"39870000843327","Marillier, Juliet, author.","Den of wolves : a Blackthorn & Grim novel","1/19/2017 11:33:44 AM","2","3","5"
"39870000849290","Card, Orson Scott.","Speaker for the dead","12/22/2016 5:36:18 PM","0","1","1"
"39870000857889","Wendig, Chuck, author.","Empire's end : book three of the Aftermath trilogy",,"0",,"0"
"39870000862939","Liu, Cixin, author.","Death's end",,"0",,"0"
"39870000854472","Liu, Cixin, author.","The dark forest","3/20/2017 11:46:20 AM","2",,"2"
"39870000856923","Liu, Cixin.","The three-body problem","5/18/2017 10:21:08 AM","5",,"5"
"39870000865999","Hobb, Robin, author.","Assassin's fate","6/8/2017 3:25:41 PM","2",,"2"
"39870000862152","Robinson, Kim Stanley, author.","New York 2140","5/18/2017 1:38:59 PM","4",,"4"
"39870000862913","Kalfar, Jaroslav, author.","Spaceman of Bohemia","6/19/2017 4:28:03 PM","4",,"4"
